Link,Name,Cuisine,Price_4_two,Rating
https://www.swiggy.com/restaurants/the-belgian-waffle-co-nehrunagar-main-road-seshadripuram-bangalore-356343,The Belgian Waffle Co.,"Waffle, Desserts, Ice Cream, Beverages",200,4.5
https://www.swiggy.com/restaurants/donne-biryani-corner-nati-style-sampangi-rama-nagar-brigade-road-bangalore-581958,DONNE BIRYANI CORNER NATI STYLE,"Biryani, Indian",299,
https://www.swiggy.com/restaurants/kim-lee-restaurant-5th-block-rajajinagar-bangalore-15899,Kim Lee Restaurant,Chinese,400,4.4
https://www.swiggy.com/restaurants/creams-and-bites-kanakapura-road-basavangudi-bangalore-344490,CREAMS & BITES,"Ice Cream, Indian",150,4.3
https://www.swiggy.com/restaurants/fb-cafe-by-frozen-bottle-brigade-road-bangalore-439628,FB Cafe By Frozen Bottle,"Desserts, Pizzas, Bakery",500,4.3
https://www.swiggy.com/restaurants/chinese-bowl-dena-bank-colony-banashankari-bangalore-254050,Chinese Bowl,"Chinese, Thai, Seafood, Asian, Healthy Food, Beverages",350,3.9
https://www.swiggy.com/restaurants/shanghai-house-bairasandra-r-t-nagar-bangalore-254049,Shanghai House,"Chinese, Thai, Seafood, Asian, Healthy Food, Beverages",400,4
https://www.swiggy.com/restaurants/donburi-aga-abdullah-street-richmond-town-bangalore-469048,DonBuri,"Continental, Chinese, Oriental, Asian, Healthy Food, Fast Food, Indian, Desserts",250,4
https://www.swiggy.com/restaurants/pizza-town-am-road-sulthangunta-shivaji-nagar-bangalore-657599,Pizza Town,Pizzas,400,
https://www.swiggy.com/restaurants/sakath-momos-vishweshwarapura-basavanagudi-bangalore-450896,Sakath Momos,Chinese,150,
https://www.swiggy.com/restaurants/tasty-paradise-tirur-park-road-malleshwaram-bangalore-47446,Tasty Paradise,"Andhra, Chinese, Mughlai, North Indian, Seafood",250,4
https://www.swiggy.com/restaurants/belgian-waffle-factory-millers-road-vasanth-nagar-bangalore-38725,Belgian Waffle Factory,"American, Desserts",300,4.1
https://www.swiggy.com/restaurants/nic-ice-creams-pulikeshi-nagar-frazer-town-bangalore-86443,NIC Ice Creams,"Ice Cream, Desserts",120,4.7
https://www.swiggy.com/restaurants/apna-ghar-lakshmisha-road-jayanagar-bangalore-405430,Apna Ghar,"Punjabi, North Indian, Thalis",200,3.5
https://www.swiggy.com/restaurants/bhojnayala-lakshmi-road-jayanagar-bangalore-405432,Bhojnayala,"Punjabi, North Indian, Thalis",200,
https://www.swiggy.com/restaurants/bihar-babu-shanthi-nagar-basavanagudi-bangalore-405435,Bihar Babu,"Punjabi, North Indian, Thalis",200,
https://www.swiggy.com/restaurants/trippy-goat-cafe-and-wine-cunningham-road-vasanth-nagar-bangalore-424158,Trippy Goat Cafe & Wine,"Beverages, Continental, Italian",1500,3.9
https://www.swiggy.com/restaurants/apna-dhaba-hanumanthanagar-basavanagudi-bangalore-481150,Apna dhaba,"North Indian, Punjabi, Jain",300,3.8
https://www.swiggy.com/restaurants/donne-biryani-palace-4th-block-jayanagar-bangalore-634490,Donne Biryani Palace,"Biryani, Kebabs",350,4.1
https://www.swiggy.com/restaurants/home-plate-by-eatfit-vasanth-nagar-cunningham-road-bangalore-440151,Home Plate by EatFit,"North Indian, Home Food, Healthy Food, Indian, Punjabi, South Indian, Rajasthani...",200,3.9
https://www.swiggy.com/restaurants/abc-kolkata-kitchen-markham-road-brigade-road-bangalore-303933,ABC Kolkata kitchen,"Indian, Chinese, Seafood, Kebabs, Snacks",250,3.4
https://www.swiggy.com/restaurants/shree-veerabhadreshwara-rotti-holige-mane-mahaganapathy-nagar-basaveshwara-nagar-bangalore-154975,Shree Veerabhadreshwara Rotti Holige Mane,South Indian,200,4.1
https://www.swiggy.com/restaurants/rolls-and-bowls-company-chikkalakshmaiah-layout-adugodi-bangalore-394229,Rolls & Bowls Company,"Indian, North Indian, Chinese",250,3.6
https://www.swiggy.com/restaurants/da-ying-yang-benson-town-vasanth-nagar-bangalore-160172,DA Ying Yang,Chinese,240,4.2
https://www.swiggy.com/restaurants/paratha-envy-6th-block-koramangala-bangalore-375045,Paratha Envy,North Indian,249,4.4
https://www.swiggy.com/restaurants/thalairaj-biryani-2nd-stage-indiranagar-bangalore-285175,Thalairaj Biryani,"Andhra, Biryani, Hyderabadi, South Indian, Indian, Combo, Beverages",300,4.2
https://www.swiggy.com/restaurants/taste-of-malabar-maruti-nagar-btm-layout-bangalore-133174,Taste of malabar,"Kerala, South Indian, Seafood, Chinese",230,4.2
https://www.swiggy.com/restaurants/wow-momo-church-street-ashok-nagar-bangalore-527591,Wow! Momo,"Tibetan, Healthy Food, Asian, Chinese, Snacks, Continental, Desserts, Beverages",300,4.2
https://www.swiggy.com/restaurants/the-grand-hyderabad-biryani-restaurant-mm-road-frazer-town-bangalore-445489,The Grand Hyderabad Biryani Restaurant,"Biryani, Haleem, Desserts",400,4.1
https://www.swiggy.com/restaurants/malgudis-donne-biriyani-srirampura-srirampura-rajajinagar-bangalore-51658,Malgudi's Donne Biriyani-Srirampura,Biryani,250,4.3
https://www.swiggy.com/restaurants/fujan-mm-road-frazer-town-bangalore-28004,Fujan,Chinese,400,4.1
https://www.swiggy.com/restaurants/mma-kabab-and-rolls-sarvagna-nagar-indiranagar-bangalore-32513,MMA Kabab & Rolls,"Biryani, Chinese, Mughlai, Arabian",200,3.7
https://www.swiggy.com/restaurants/pizza-box-am-road-sulthangunta-shivaji-nagar-bangalore-658363,Pizza Box,Pizzas,400,
https://www.swiggy.com/restaurants/belgian-waffle-factory-millers-road-vasanth-nagar-bangalore-38725,Belgian Waffle Factory,"American, Desserts",300,4.1
https://www.swiggy.com/restaurants/kolkata-famous-kati-roll-chamarajpet-basavangudi-bangalore-355450,KOLKATA FAMOUS KATI ROLL,"Snacks, Beverages",99,3.5
https://www.swiggy.com/restaurants/srinathjis-restaurant-taste-the-nectar-sri-krishna-temple-road-indiranagar-bangalore-11841,Srinathji's Restaurant ( Taste the Nectar ),"North Indian, Indian, Chinese, Continental, Beverages, Desserts",500,4.4
https://www.swiggy.com/restaurants/south-spicy-bites-xpress-3rd-stage-basaveshwara-nagar-bangalore-281155,South Spicy Bites Xpress,"Biryani, Coastal, Mangalorean, Seafood, Chinese, South Indian",299,4
https://www.swiggy.com/restaurants/hotel-prashanth-ain-road-basavanagudi-bangalore-707740,Hotel Prashanth,"Andhra, Chinese",500,
https://www.swiggy.com/restaurants/karnataka-bhel-house-chamrajpet-basavanagudi-bangalore-146490,Karnataka Bhel House,Chaat,100,4.4
https://www.swiggy.com/restaurants/naati-cafe-7th-block-koramangala-bangalore-346841,NAATI CAFE,"Biryani, Kebabs",300,4.3
https://www.swiggy.com/restaurants/bobs-bar-7th-block-koramangala-bangalore-121836,Bob's Bar,"South Indian, Biryani, Desserts, Bakery",300,4.3
https://www.swiggy.com/restaurants/ashirvaad-grand-chikka-adugudi-tavarekere-bangalore-70023,Ashirvaad Grand,"Chinese, South Indian, North Indian, Desserts, Beverages",200,4.2
https://www.swiggy.com/restaurants/tasty-magic-chikkadugodi-btm-bangalore-31194,Tasty Magic,"Chinese, Arabian, North Indian, Desserts, Biryani, South Indian",300,3.5
https://www.swiggy.com/restaurants/1522-the-pub-malleshwaram-bangalore-97557,1522 - The Pub,"Chinese, North Indian, Continental, Seafood",800,4.4
https://www.swiggy.com/restaurants/itc-aashirvaad-soul-creations-shivaji-nagar-dispensary-rd-bangalore-696232,ITC Aashirvaad Soul Creations,Indian,500,
https://www.swiggy.com/restaurants/tandoor-hut-5th-block-koramangala-bangalore-211,Tandoor Hut,Biryani,300,4.4
https://www.swiggy.com/restaurants/cream-stone-ice-cream-mm-road-frazer-town-bangalore-42577,Cream Stone Ice Cream,"Ice Cream, Desserts, Beverages",400,4.4
https://www.swiggy.com/restaurants/xo-belgian-waffle-5th-block-koramangala-bangalore-44462,XO Belgian Waffle,Desserts,250,4.3
https://www.swiggy.com/restaurants/shawarma-and-grill-house-2nd-block-rajajinagar-bangalore-193313,Shawarma and Grill House,Arabian,200,3.7
https://www.swiggy.com/restaurants/wow-china-church-street-bangalore-264240,Wow! China,"Tibetan, Chinese, Asian, Snacks, Continental, Desserts, Beverages",300,3.8
https://www.swiggy.com/restaurants/kabab-palace-6th-block-rajajinagar-bangalore-111229,Kabab Palace,"Chinese, South Indian, North Indian, Andhra, Seafood, Punjabi, Hyderabadi",400,4.3
https://www.swiggy.com/restaurants/rollsking-5th-block-koramangala-bangalore-580691,Rollsking,"North Indian, Fast Food, Beverages",300,4.1
https://www.swiggy.com/restaurants/dwarkamai-pure-veg-restaurant-gandhi-bazaar-main-road-basavanagudi-bangalore-277965,Dwarkamai Pure Veg Restaurant,"North Indian, Chinese, Tandoor",400,4.2
https://www.swiggy.com/restaurants/idc-kitchen-sarvagnanagar-residency-road-bangalore-501638,IDC Kitchen,"South Indian, North Indian",200,4.4
https://www.swiggy.com/restaurants/maharaja-military-canteen-donne-biryani-cunnigham-road-vasanth-nagar-bangalore-402621,Maharaja Military Canteen-Donne Biryani,South Indian,400,4
https://www.swiggy.com/restaurants/soroush-biriyani-aga-abdullah-street-richmond-town-bangalore-237526,Soroush Biriyani,"Biryani, Mughlai",350,3.5
https://www.swiggy.com/restaurants/monsoon-mg-road-bangalore-31974,Monsoon,"Andhra, Asian, Bengali, Biryani, Chettinad, Coastal, Continental, Desserts, Ital...",700,4.6
https://www.swiggy.com/restaurants/chai-days-khb-colony-koramangala-bangalore-368035,CHAI DAYS,"Bakery, Beverages, Snacks",200,4.4
https://www.swiggy.com/restaurants/paddy-platter-rice-and-shine-residency-road-ashok-nagar-bangalore-645996,Paddy Platter: Rice and Shine,Chinese,300,
https://www.swiggy.com/restaurants/chikpet-donne-biriyani-house-srinagar-srinagar-banashankari-bangalore-35088,Chikpet Donne Biriyani House - Srinagar,"Biryani, South Indian",350,3.9
https://www.swiggy.com/restaurants/sagar-delicacy-sivanchetti-gardens-ulsoor-bangalore-58100,Sagar Delicacy,"North Indian, South Indian, Chinese",300,4.4
https://www.swiggy.com/restaurants/green-theory-shanthala-nagar-richmond-town-bangalore-2856,Green Theory,"Italian, Continental, Healthy Food",1000,4
https://www.swiggy.com/restaurants/sahanas-nati-style-wilson-garden-austin-town-bangalore-58103,Sahana's (Nati Style),"South Indian, Biryani, Chinese",200,4
https://www.swiggy.com/restaurants/chinese-bae-armane-nagar-r-t-nagar-bangalore-312846,Chinese BAE,"Chinese, Thai, Seafood, Asian, Combo, Healthy Food, Beverages",400,3.9
https://www.swiggy.com/restaurants/chopstick-armane-nagar-r-t-nagar-bangalore-312849,Chopstick,"Chinese, Thai, Seafood, Asian, Combo, Healthy Food, Beverages",350,4
https://www.swiggy.com/restaurants/the-living-room-residency-road-ashok-nagar-bangalore-471784,The Living Room,"Fast Food, Pizzas, Seafood",400,
https://www.swiggy.com/restaurants/tea-lounge-cafe-castle-street-ashok-nagar-bangalore-443298,TEA LOUNGE CAFE,Fast Food,300,
https://www.swiggy.com/restaurants/toscano-vittal-mallya-road-bangalore-32510,Toscano,"Italian, Pizzas, Pastas, Continental, Desserts, Bakery",1200,4.3
https://www.swiggy.com/restaurants/shafiz-lajawaab-muneshwara-c-block-r-t-nagar-bangalore-527139,SHAFIZ LAJAWAAB,"Tandoor, Biryani, North Indian, South Indian",350,3.7
https://www.swiggy.com/restaurants/shahi-chicken-delights-austin-town-richmond-road-bangalore-586736,SHAHI CHICKEN DELIGHTS,"Chinese, Arabian",200,
https://www.swiggy.com/restaurants/leancrust-pizza-thincrust-experts-lakshmi-road-shanti-nagar-bangalore-681612,LeanCrust Pizza- ThinCrust Experts,"Pizzas, Italian, Desserts",300,
https://www.swiggy.com/restaurants/keventers-ice-cream-garuda-mall-magrath-road-bangalore-420484,Keventers Ice Cream,"Ice Cream, Desserts",200,4.4
https://www.swiggy.com/restaurants/bansal-thali-and-combo-meals-6th-block-koramangala-bangalore-530981,Bansal Thali & Combo Meals,"North Indian, Indian, Chinese, Snacks",300,3.7
https://www.swiggy.com/restaurants/big-bang-pizza-pulakeshinagar-frazer-town-bangalore-244578,Big Bang Pizza,"Pizzas, Pastas, Continental",300,4.2
https://www.swiggy.com/restaurants/fiero-pizzeria-6th-block-koramangala-bangalore-101751,Fiero! Pizzeria,"Pizzas, Italian, Pastas, Desserts, Beverages",400,4.1
https://www.swiggy.com/restaurants/shrinidhi-military-hotel-south-end-road-basavanagudi-bangalore-375141,Shrinidhi Military Hotel,South Indian,299,3.9
https://www.swiggy.com/restaurants/zamams-darbar-ulsoor-indiranagar-bangalore-518609,Zamam's Darbar,"North Indian, Chinese",300,3.6
https://www.swiggy.com/restaurants/the-handi-crust-lakshmama-layout-halasuru-bangalore-407831,The Handi Crust,"Indian, Chaat",350,4.2
https://www.swiggy.com/restaurants/milana-fast-food-4th-block-koramangala-bangalore-561133,MILANA FAST FOOD,"South Indian, Chinese, Biryani",320,3.8
https://www.swiggy.com/restaurants/lassi-and-juice-hkp-road-shivajinagar-bangalore-195274,Lassi and Juice,"Continental, Desserts, Juices, Ice Cream",150,3.9
https://www.swiggy.com/restaurants/karavali-family-restaurant-residency-road-brigade-road-bangalore-421765,Karavali Family Restaurant,"Mangalorean, Seafood, Chinese, Coastal",200,4
https://www.swiggy.com/restaurants/wack-waffles-and-brownies-5th-block-koramangala-bangalore-517326,Wack Waffles & Brownies,"Waffle, Desserts, Beverages",300,3.9
https://www.swiggy.com/restaurants/dilli-wali-thali-chikkalakshmaiah-layout-btm-layout-bangalore-392369,Dilli Wali Thali,"North Indian, Chinese, Tandoor",250,3.6
https://www.swiggy.com/restaurants/hotel-new-karavali-1st-stage-banashankari-bangalore-1457,Hotel New Karavali,"North Indian, Chinese, South Indian",250,3.8
https://www.swiggy.com/restaurants/shiv-sagar-rs-mg-road-ashok-nagar-bangalore-32931,Shiv Sagar ( RS ),"Asian, Beverages, Biryani, Chinese, Continental, Desserts, South Indian",600,4.1
https://www.swiggy.com/restaurants/tall-blonde-french-koramangala-bangalore-41848,Tall Blonde French,"American, European",250,4.1
https://www.swiggy.com/restaurants/cafe-coffee-day-vittal-malya-road-ashok-nagar-bangalore-579763,Cafe Coffee Day,"Beverages, Snacks, Desserts",300,4
https://www.swiggy.com/restaurants/bombay-kulfis-lakshmi-road-shanti-nagar-bangalore-93879,Bombay Kulfis,"South Indian, North Indian, Desserts, Andhra, Beverages, Hyderabadi",300,4.7
https://www.swiggy.com/restaurants/grameen-kulfi-robertson-road-frazer-town-bangalore-352792,Grameen Kulfi,"Ice Cream, Desserts",120,4.7
https://www.swiggy.com/restaurants/afghani-tandoori-hub-chocolate-factory-road-btm-layout-bangalore-495055,Afghani Tandoori Hub,"Biryani, Chinese, North Indian, Snacks",250,3.4
https://www.swiggy.com/restaurants/naachiyars-haudin-road-ulsoor-bangalore-41776,Naachiyar's,"Biryani, Chettinad",350,4.1
https://www.swiggy.com/restaurants/chai-point-ashok-nagar-church-street-bangalore-69274,Chai Point,"Bakery, Beverages, Maharashtrian, Snacks, Street Food, South Indian, Punjabi",150,4.4
https://www.swiggy.com/restaurants/canton-3rd-block-jayanagar-bangalore-37742,Canton,"Beverages, Chinese",350,2.9
https://www.swiggy.com/restaurants/momo-hut-5th-block-koramangala-bangalore-233090,Momo Hut,"Tibetan, Chinese",200,4
https://www.swiggy.com/restaurants/pizza-house-am-road-sulthangunta-shivaji-nagar-bangalore-657064,Pizza House,Pizzas,400,2.7
https://www.swiggy.com/restaurants/khao-momo-1st-stage-indiranagar-bangalore-498722,Khao Momo,"Tibetan, Nepalese, Asian, Chinese",250,4.4
https://www.swiggy.com/restaurants/jain-and-veg-cuisines-kavi-lakshmisha-road-basavanagudi-bangalore-398070,Jain and Veg Cuisines,"Indian, Jain, Beverages, Chinese",300,4.1
https://www.swiggy.com/restaurants/delicacy-pulakeshinagar-frazer-town-bangalore-10094,Delicacy,"Chinese, Thai",400,4.2
https://www.swiggy.com/restaurants/kim-lee-restaurant-5th-block-rajajinagar-bangalore-15899,Kim Lee Restaurant,Chinese,400,4.4
https://www.swiggy.com/restaurants/lunchbox-meals-and-thalis-residency-road-shantinagar-bangalore-396747,LunchBox - Meals and Thalis,"North Indian, Chinese, Desserts, Biryani",200,4.1
https://www.swiggy.com/restaurants/magic-chef-sg-palya-tavarekere-bangalore-517241,Magic chef,"Chinese, Indian",200,4.1
https://www.swiggy.com/restaurants/sai-cafe-veg-yalappa-garden-malleshwaram-bangalore-94717,Sai cafe veg,South Indian,250,4.2
https://www.swiggy.com/restaurants/great-indian-khichdi-by-eatfit-cunnigham-road-vasanth-nagar-bangalore-440123,Great Indian Khichdi by EatFit,"Home Food, Indian, North Indian, Healthy Food, Snacks, Desserts, Rajasthani, Sou...",200,4.4
https://www.swiggy.com/restaurants/south-ruchis-square-race-course-road-bangalore-39400,South Ruchis Square,"Biryani, Chinese, Desserts, Fast Food, Jain, North Indian, South Indian",500,4.1
https://www.swiggy.com/restaurants/pizza-hut-oshngnessy-road-langford-town-bangalore-10575,Pizza Hut,Pizzas,600,3.9
https://www.swiggy.com/restaurants/gundappa-donne-biryani-1st-main-road-sheshadripuram-bangalore-2414,Gundappa Donne Biryani,Biryani,200,3.8
https://www.swiggy.com/restaurants/la-pinoz-pizza-gandhi-bazaar-main-road-basavanagudi-bangalore-424558,La Pino'z Pizza,Pizzas,220,3.9
https://www.swiggy.com/restaurants/elements-eatery-nandidurga-road-jaymahal-extension-bangalore-682933,Elements Eatery,"Chinese, Burgers, Steakhouse",1300,
https://www.swiggy.com/restaurants/fb-cakes-cmh-road-indiranagar-bangalore-683874,FB Cakes,Desserts,1500,
https://www.swiggy.com/restaurants/homely-akkithimanahalli-shanti-nagar-bangalore-448238,Homely,"Home Food, North Indian, South Indian, Beverages, Desserts, Thalis",200,4.4
https://www.swiggy.com/restaurants/maharaja-military-canteen-donne-biryani-cunnigham-road-vasanth-nagar-bangalore-402621,Maharaja Military Canteen-Donne Biryani,South Indian,400,4
https://www.swiggy.com/restaurants/paratha-box-desi-punjabi-meals-ali-asker-road-vasanth-nagar-bangalore-396192,Paratha Box - Desi Punjabi Meals,"North Indian, Fast Food, Street Food, Arabian, Mughlai, Snacks, Beverages, Desse...",250,4.2
https://www.swiggy.com/restaurants/apes-kitchen-vasanth-nagar-bangalore-696224,Ape's Kitchen,"Fast Food, Burgers, Pizzas, Ice Cream, Beverages",69,
https://www.swiggy.com/restaurants/hive-honey-cake-h-k-p-road-shivaji-nagar-bangalore-615226,Hive Honey Cake,"Bakery, Desserts, Cafe",200,4.7
https://www.swiggy.com/restaurants/qmin-snacks-and-chai-cunningham-road-vasanth-nagar-bangalore-209917,QMIN - Snacks & Chai,"Cafe, Beverages, Snacks",200,4
https://www.swiggy.com/restaurants/breakfast-junction-shanthi-nagar-jayanagar-bangalore-390408,Breakfast Junction,"Punjabi, North Indian",200,3.8
https://www.swiggy.com/restaurants/itc-dark-fantasy-creations-shivaji-nagar-dispensary-rd-bangalore-696233,ITC Dark Fantasy Creations,"Desserts, Bakery",600,
https://www.swiggy.com/restaurants/chaayos-chai-snacks-relax-vasanth-nagar-cunningham-road-bangalore-435405,Chaayos Chai+Snacks=Relax,"Bakery, Beverages, Chaat, Desserts, Home Food, Italian, Maharashtrian, Snacks, S...",250,4.4
https://www.swiggy.com/restaurants/veg-brooo-chinese-2nd-stage-indiranagar-bangalore-376109,Veg Brooo chinese,"Chinese, North Indian, Snacks",300,3.8
https://www.swiggy.com/restaurants/cafe-hideout-6th-block-koramangala-bangalore-464805,Cafe Hideout,"Chinese, Snacks, Beverages",500,4.8
https://www.swiggy.com/restaurants/turkish-pasha-rashtriya-vidyalaya-rd-basavanagudi-bangalore-699072,Turkish Pasha,"Biryani, Fast Food, Indian",600,
https://www.swiggy.com/restaurants/prezzed-juicery-hal-airport-road-indiranagar-bangalore-562899,Prezzed Juicery,"Juices, Beverages, Healthy Food",300,4.7
https://www.swiggy.com/restaurants/kerala-food-club-house-road-bommanahalli-bangalore-131864,Kerala Food Club,"Kerala, Chinese, Biryani, Seafood, South Indian",250,4
https://www.swiggy.com/restaurants/the-dessert-zone-millars-road-vasanth-nagar-bangalore-403197,The Dessert Zone,"Bakery, Desserts, Ice Cream, Beverages",200,3.5
https://www.swiggy.com/restaurants/veg-brooo-chinese-2nd-stage-indiranagar-bangalore-376109,Veg Brooo chinese,"Chinese, North Indian, Snacks",300,3.8
https://www.swiggy.com/restaurants/swiss-cream-ice-creams-and-more-bheemanna-garden-shanti-nagar-bangalore-222276,Swiss Cream - Ice Creams and More,"Desserts, Ice Cream, Beverages",250,4
https://www.swiggy.com/restaurants/neetas-kitchen-domlur-layout-indiranagar-bangalore-438692,Neeta's Kitchen,"North Indian, Punjabi",350,4.1
https://www.swiggy.com/restaurants/food-junction-1st-stage-btm-layout-bangalore-374056,Food Junction,"Indian, Chinese, Biryani",400,4.2
https://www.swiggy.com/restaurants/halli-donne-biryani-5th-block-koramangala-bangalore-113657,Halli Donne Biryani,South Indian,200,3.9
https://www.swiggy.com/restaurants/lepchas-restaurant-1st-block-rajajinagar-bangalore-519153,LEPCHA'S RESTAURANT,Chinese,300,4.4
https://www.swiggy.com/restaurants/chattichorushaap-khb-colony-koramangala-bangalore-525029,ChattichoruShaap,"South Indian, Kerala",300,3.8
https://www.swiggy.com/restaurants/toscano-vittal-mallya-road-bangalore-32510,Toscano,"Italian, Pizzas, Pastas, Continental, Desserts, Bakery",1200,4.3
https://www.swiggy.com/restaurants/dragons-kitchen-4th-block-jayanagar-bangalore-565374,Dragon's Kitchen,"Chinese, Fast Food, Street Food",400,3.9
https://www.swiggy.com/restaurants/baskin-robbins-millars-road-vasanth-nagar-bangalore-25282,Baskin Robbins,Desserts,263,4.5
https://www.swiggy.com/restaurants/dum-safar-biryani-dr-rajkumar-road-rajajinagar-bangalore-586685,Dum Safar Biryani,"Biryani, Kebabs, Tandoor, Indian, Desserts",500,4.1
https://www.swiggy.com/restaurants/bombay-bites-basaveshwar-nagar-rajajinagar-bangalore-452071,Bombay Bites,Indian,300,3.6
https://www.swiggy.com/restaurants/axomi-taste-of-assam-7th-block-koramangala-bangalore-553097,Axomi - Taste of Assam,"Assamese, Indian, Beverages, Bengali, Thalis, Nepalese, North Eastern, Naga",250,4.2
https://www.swiggy.com/restaurants/sri-maruthi-miltry-hotel-1st-block-rajajinagar-bangalore-54698,Sri Maruthi Miltry Hotel,"Biryani, South Indian",250,3.7
https://www.swiggy.com/restaurants/biryani-blues-church-street-ashok-nagar-bangalore-439141,Biryani Blues,"Biryani, Kebabs, Lucknowi, Hyderabadi",400,4.4
https://www.swiggy.com/restaurants/cheesecake-and-co-6th-block-koramangala-bangalore-534235,Cheesecake & Co.,Bakery,250,4.5
https://www.swiggy.com/restaurants/sakkath-dosa-gandhi-bazaar-basavanagudi-bangalore-580194,SAKKATH DOSA,South Indian,150,4.1
https://www.swiggy.com/restaurants/gurukrupa-paratha-house-domlur-layout-indiranagar-bangalore-61962,Gurukrupa Paratha House,"North Indian, Punjabi",250,4
https://www.swiggy.com/restaurants/melting-cheese-chamrajpet-basavanagudi-bangalore-330132,MELTING CHEESE,Indian,300,3.6
https://www.swiggy.com/restaurants/the-deagh-mm-road-pulikeshi-nagar-bangalore-40469,The Deagh,"Indian, Chinese, Mughlai, Seafood",500,4.1
https://www.swiggy.com/restaurants/thalassery-cafe-2nd-stage-btm-layout-bangalore-178683,Thalassery Cafe,"Kerala, Snacks, Biryani, Indian, Beverages",100,4
https://www.swiggy.com/restaurants/chungs-chinese-corner-cunningham-road-cunningham-road-ashok-nagar-bangalore-300609,Chungs Chinese Corner - Cunningham Road,"Chinese, Snacks",450,4.3
https://www.swiggy.com/restaurants/aubree-vyalikaval-sadashiv-nagar-bangalore-28001,Aubree,"Desserts, Bakery, Italian, Snacks",700,4.4
https://www.swiggy.com/restaurants/oven-story-pizza-residency-road-shantinagar-bangalore-396744,Oven Story Pizza,Pizzas,400,3.9
https://www.swiggy.com/restaurants/avanthi-aromas-of-andhra-hoysala-nagar-indiranagar-bangalore-541907,Avanthi - Aromas of Andhra,"Andhra, Biryani, Tandoor",700,3.9
https://www.swiggy.com/restaurants/chaat-street-5th-block-koramangala-bangalore-255436,Chaat Street,"Snacks, Chaat, Street Food, North Indian, Fast Food",200,4.2
https://www.swiggy.com/restaurants/frozen-bottle-milkshakes-desserts-and-ice-cream-brigade-road-ashok-nagar-bangalore-39376,"Frozen Bottle - Milkshakes, Desserts And Ice Cream","Beverages, Desserts, Ice Cream, Waffle, Bakery, Healthy Food",250,4.3
https://www.swiggy.com/restaurants/giani-ice-cream-4th-block-jayanagar-bangalore-604536,Giani Ice Cream,"Ice Cream, Desserts, Beverages",300,4.4
https://www.swiggy.com/restaurants/slurpy-shakes-padmavathi-complex-vasanth-nagar-bangalore-402716,Slurpy Shakes,"Beverages, Ice Cream, Desserts",150,2.7
https://www.swiggy.com/restaurants/zest-central-bangalore-bangalore-689960,Zest,North Indian,450,
https://www.swiggy.com/restaurants/ging-royal-orchid-central-dickenson-road-mg-road-bangalore-53084,Ging-Royal Orchid Central,"Asian, Chinese, Pan-Asian, Seafood",600,4
https://www.swiggy.com/restaurants/the-brekkie-shop-all-day-menu-1st-stage-indiranagar-bangalore-2008,The Brekkie Shop - All Day Menu,"British, Italian, Indian, Chinese, South Indian, North Indian, Desserts",200,4.4
https://www.swiggy.com/restaurants/prasuma-momo-kitchen-1st-main-road-rajajinagar-bangalore-694084,Prasuma Momo Kitchen,"Pan-Asian, Snacks",129,5
https://www.swiggy.com/restaurants/behrouz-biryani-residency-road-shantinagar-bangalore-396742,Behrouz Biryani,"Biryani, Mughlai, Lucknowi, Hyderabadi, Kebabs, North Indian, Persian, Desserts",500,4.3
https://www.swiggy.com/restaurants/mint-masala-bashyam-circle-malleshwaram-bangalore-6861,Mint Masala,"North Indian, Chinese, Continental",375,4.4
https://www.swiggy.com/restaurants/sreeraj-lassi-bar-1973s-palace-road-bangalore-156627,"Sreeraj Lassi Bar 1973s	",Beverages,250,4.3
https://www.swiggy.com/restaurants/rolls-venue-lic-colony-jayanagar-bangalore-685134,Rolls Venue,"Snacks, Chinese, Biryani",120,
https://www.swiggy.com/restaurants/homese-just-veg-chickpet-majestic-bangalore-117904,HomeSe Just Veg,"South Indian, North Indian",200,3.3
https://www.swiggy.com/restaurants/aubree-vyalikaval-sadashiv-nagar-bangalore-28001,Aubree,"Desserts, Bakery, Italian, Snacks",700,4.4
https://www.swiggy.com/restaurants/lassi-shop-59th-cross-rd-rajajinagar-bangalore-697101,lassi shop,"Fast Food, Pizzas, Snacks, Beverages, Cafe, Ice Cream, Juices",200,
https://www.swiggy.com/restaurants/ibaco-brigade-road-bangalore-49843,Ibaco,Desserts,800,4.4
https://www.swiggy.com/restaurants/daysie-all-day-casual-bar-shantinagara-central-bangalore-bangalore-681138,Daysie - All Day Casual Bar,"Continental, Indian, Asian, Seafood, Desserts",800,
https://www.swiggy.com/restaurants/foodx-restaurant-millers-road-vasanth-nagar-bangalore-422942,FoodX Restaurant,"Indian, Chinese, Juices",200,4.2
https://www.swiggy.com/restaurants/ase-family-restaurant-and-bar-sadashiva-nagar-bangalore-569653,ASE FAMILY RESTAURANT & BAR,"Indian, Seafood, Chinese",800,
https://www.swiggy.com/restaurants/aathithya-restaurant-bhagavan-mahaveer-road-central-bangalore-bangalore-634391,Aathithya Restaurant,"North Indian, Chinese",600,
https://www.swiggy.com/restaurants/asia-kitchen-by-mainland-china-church-street-ashok-nagar-bangalore-305776,Asia Kitchen By Mainland China,"Asian, Chinese, Oriental",850,4.4
https://www.swiggy.com/restaurants/hotel-nalapaka-1st-block-rajajinagar-bangalore-523416,HOTEL NALAPAKA,Indian,600,4.4
